punto_atencion_id;departamento;ciudad;direccion
6593;CHOCÓ;TADÓ;BRR SAN PEDRO
6594;CHOCÓ;TADÓ;CALLE PRINCIPAL
6595;CHOCÓ;TADÓ;CORREGIMIENTO EL TAPON
6596;CHOCÓ;TADÓ;CALLE PRINCIPAL
6597;CHOCÓ;UNGUÍA;APUESTAS UNIDAS
6598;CHOCÓ;UNGUÍA;SALIDA PUERTO DE TANELA
6599;CHOCÓ;UNGUÍA;APUESTAS UNIDAS
6600;CHOCÓ;UNGUÍA;BALBOA
6601;CHOCÓ;UNGUÍA;CALLE PRINCIPAL
6602;CHOCÓ;UNGUÍA;APUESTAS UNIDAS
6603;CHOCÓ;UNGUÍA;CORREGIMIENTO EL GILGAL
6604;CHOCÓ;UNIÓN PANAMERICANA;CALLE PRINCIPAL FRENTE A BIENVEN
6605;CHOCÓ;UNIÓN PANAMERICANA;AL LADO DE LA BOMBA DE LA Y
6606;CHOCÓ;UNIÓN PANAMERICANA;DIAGONAL IGLESIA SANTO ECEHOMO
6607;CHOCÓ;UNIÓN PANAMERICANA;CL PP VIA A ISMINAS
6608;CHOCÓ;UNIÓN PANAMERICANA;DIAGONAL A LA ALCALDIA
6609;CHOCÓ;UNIÓN PANAMERICANA;CORREGIMIENTO  TARIDO
6610;CHOCÓ;UNIÓN PANAMERICANA;CONJUNTO VILLA LOURDES
6611;CHOCÓ;UNIÓN PANAMERICANA;CORREGIMIENTO SAN PABLO ADENTRO
6612;CÓRDOBA;MONTERÍA;CALLE 39 KRA 15 A BARRIO L A 
6613;CÓRDOBA;MONTERÍA;LOCAL 65 CALLE 41 TERMINAL DE 
6614;CÓRDOBA;MONTERÍA;CRA 9 N 25 13 B DORADO
6615;CÓRDOBA;MONTERÍA;CALLE 22 27 39 B LA PRADERA
6616;CÓRDOBA;MONTERÍA;CALLE PPAL N 3 74 B MOCARI
6617;CÓRDOBA;MONTERÍA;B CENTRO CALLE 22 CON 7
6618;CÓRDOBA;MONTERÍA;MZ 108 LOTE 21 PRADERA
6619;CÓRDOBA;MONTERÍA;CALLE 10 CRA 19 N 19 08 CALLE 
6620;CÓRDOBA;MONTERÍA;CALLE 32 N 2 08
6621;CÓRDOBA;MONTERÍA;DIAGO 11 N 10 50 B GRANJA
6622;CÓRDOBA;MONTERÍA;CALLE 32 N 2 08
6623;CÓRDOBA;MONTERÍA;CALLE PRINCIPAL
6624;CÓRDOBA;MONTERÍA;CALLE 32 N2 08
6625;CÓRDOBA;MONTERÍA;MONTERIA MOCARI 2 CÓRDOBA
6626;CÓRDOBA;MONTERÍA;CLLE 7 NO. 2-35 VEREDA AGUAS 
6627;CÓRDOBA;MONTERÍA;CRA 3 NO 6-59 B/ LA COQUERA
6628;CÓRDOBA;MONTERÍA;CALLE 27 NO. 8- 89
6629;CÓRDOBA;MONTERÍA;MZ 7 LOTE 22 B/ LA RIVERA 
6630;CÓRDOBA;MONTERÍA;TRANSVERSAL 5 # 16-37 B/ LA GRANJA
6631;CÓRDOBA;MONTERÍA;MZ 21 LOTE 11 B MOGAMBO
6632;CÓRDOBA;MONTERÍA;MZ 16 LOTE 1 B/ VILLA MARGARITA
6633;CÓRDOBA;MONTERÍA;CRA 3 NO. 19-64 B/ BUENAVISTA
6634;CÓRDOBA;MONTERÍA;CRA 9 # 8F -57 B/ LOS ARAUJOS
6635;CÓRDOBA;MONTERÍA;CRA 1E # 1B -39 B/ SANTA FE
6636;CÓRDOBA;MONTERÍA;CL 34 11 05 CENTRO
6637;CÓRDOBA;MONTERÍA;CALLE 29 VIA PLANETA RICA
6638;CÓRDOBA;MONTERÍA;TRANS 9 N 5 05 B GRANJA P5
6639;CÓRDOBA;MONTERÍA;CRA 9 N 17A 26
6640;CÓRDOBA;MONTERÍA;CL 22B  5W 04
6641;CÓRDOBA;MONTERÍA;CL 27 CRA 2 ESQUINA
6642;CÓRDOBA;MONTERÍA;KILOMETRO 8
6643;CÓRDOBA;MONTERÍA;CRA 13 N 15A 41
6644;CÓRDOBA;MONTERÍA;TRANS 1A N 5A 13 B SANTANDER
6645;CÓRDOBA;MONTERÍA;CRA 3 CL 3 B MOCARI
6646;CÓRDOBA;MONTERÍA;CRA 5D  98 75
6647;CÓRDOBA;MONTERÍA;CL  2  9 67 GARZONES
6648;CÓRDOBA;MONTERÍA;MANZANA 30 LOTE12
6649;CÓRDOBA;MONTERÍA;CALLE 101 N 13 21 BARRIO LA 
6650;CÓRDOBA;MONTERÍA;CL 41 CON KRA 6 BNARINO
6651;CÓRDOBA;MONTERÍA;DG 13 TRV 7 N 6 81
6652;CÓRDOBA;MONTERÍA;MZ 65 LOTE 1 PRADERA
6653;CÓRDOBA;MONTERÍA;CRA 13 14B 24 B URBINA 
6654;CÓRDOBA;MONTERÍA;MZ 91 LOTE 3 B CANTA CLARO 
6655;CÓRDOBA;MONTERÍA;CRA 26 # 13AW 36
6656;CÓRDOBA;MONTERÍA;MANZANA 4 LOTE 12 B RANCHO 
6657;CÓRDOBA;MONTERÍA;CALLE  22 35 B EL DORADO
6658;CÓRDOBA;MONTERÍA;CALLE 28  12AW35 B DORADO
6659;CÓRDOBA;MONTERÍA;CARRERA 9 W 26 55 B DORADO
6660;CÓRDOBA;MONTERÍA;MANZANA 16 LOTE 1 B RANCHO 
6661;CÓRDOBA;MONTERÍA;CALLE  36  5W 06 B JUAN XXIII
6662;CÓRDOBA;MONTERÍA;TRANSVERSAL 5  22 11
6663;CÓRDOBA;MONTERÍA;TRANSVERSALERSAL 5  18 30
6664;CÓRDOBA;MONTERÍA;DIAG 12 1 05 B SAN MARTIN
6665;CÓRDOBA;MONTERÍA;MANZANA C LOTE 5 B LA CAMPINA
6666;CÓRDOBA;MONTERÍA;CARRERA 9  8E 56 LA GUADUA
6667;CÓRDOBA;MONTERÍA;DIAG 5  3 05 B POLICARPA
6668;CÓRDOBA;MONTERÍA;CARRERA 8F  2 05 B PABLO VI
6669;CÓRDOBA;MONTERÍA;CARRERA 8F  3 24 B ALFONSO LOPEZ
6670;CÓRDOBA;MONTERÍA;CARRERA 8F  6C 25 B LOS ARAUJOS
6671;CÓRDOBA;MONTERÍA;CALLE 10 3 9 33 B  LA COQUERA
6672;CÓRDOBA;MONTERÍA;CALLE 2 1 48 B SANTA FE
6673;CÓRDOBA;MONTERÍA;TRANSVERSAL 3  16 04 B LOS 4 
6674;CÓRDOBA;MONTERÍA;MANZANA 19 LOTE 1 B SANTA FE
6675;CÓRDOBA;MONTERÍA;MANZANA 19 LOTE 5 B SANTA FE
6676;CÓRDOBA;MONTERÍA;DIAGONAL 5  3C 28
6677;CÓRDOBA;MONTERÍA;CALLE 8  4 70
6678;CÓRDOBA;MONTERÍA;CALLE 32 N 2 08
6679;CÓRDOBA;MONTERÍA;DIAG 14  30 78 B EDMUNDO LOPEZ
6680;CÓRDOBA;MONTERÍA;DIAG 15 TRANSVERSAL 11  10A 48 P5
6681;CÓRDOBA;MONTERÍA;TRANSVERSAL 16A  12 05 B EDMUNDO 
6682;CÓRDOBA;MONTERÍA;MANZANA 17 LOTE 1 B COLINA REAL
6683;CÓRDOBA;MONTERÍA;MANZANA 19 LOTE 13 B LOS ARAUJOS
6684;CÓRDOBA;MONTERÍA;TRANSVERSAL 23  12 91 B EDMUNDO 
6685;CÓRDOBA;MONTERÍA;CALLE 10  19 08 B 6 DE MARZO
6686;CÓRDOBA;MONTERÍA;CRA 14 N2A 5
6687;CÓRDOBA;MONTERÍA;DIAG 15 14 19 ET 4 B EDMUNDO 
6688;CÓRDOBA;MONTERÍA;CALLE 3C 20 02 B ROBINSON PITALUA
6689;CÓRDOBA;MONTERÍA;MANZANA Y LOTE 9 B PANZENU
6690;CÓRDOBA;MONTERÍA;CALLE 38  9A 19 B NARINO
6691;CÓRDOBA;MONTERÍA;CARRERA 4  29 14
6692;CÓRDOBA;MONTERÍA;CARRERA 6 37 24
6693;CÓRDOBA;MONTERÍA;AV 1 23 10 LOS 3 POSTRECITOS
6694;CÓRDOBA;MONTERÍA;CARRERA 6 31 61
6695;CÓRDOBA;MONTERÍA;CALLE 62 B PLAZA LA CASTELLANA 
6696;CÓRDOBA;MONTERÍA;CARRERA 5 39 64
6697;CÓRDOBA;MONTERÍA;CALLE 34 9 04
6698;CÓRDOBA;MONTERÍA;MANZANA 117 LOTE 16 ET 8 B LA 
6699;CÓRDOBA;MONTERÍA;MANZANA C LOTE 15 B VILLA ROCIO
6700;CÓRDOBA;MONTERÍA;CALLE 13 NO 12 38
6701;CÓRDOBA;MONTERÍA;MZ 32 LOTE 1 PRADERA 
6702;CÓRDOBA;MONTERÍA;MZ 43 LOTE 30B CANTACLARO 
6703;CÓRDOBA;MONTERÍA;CL 44 N 10 91 CENTRO COMERCIAL 
6704;CÓRDOBA;MONTERÍA;CRA 14 96 14
6705;CÓRDOBA;MONTERÍA;CL 122 7 7
6706;CÓRDOBA;MONTERÍA;CL 2A 11 80
6707;CÓRDOBA;MONTERÍA;CL 27 15W 36
6708;CÓRDOBA;MONTERÍA;CL 26 19W 16
6709;CÓRDOBA;MONTERÍA;MZ 20 LOTE 2
6710;CÓRDOBA;MONTERÍA;MZ 6 LOTE 18 BARRIO LA RIVERA
6711;CÓRDOBA;MONTERÍA;MZ 2 LOTE 1 BARRIO EL NISPERO
6712;CÓRDOBA;MONTERÍA;MZ 23 LOTE 13 BARRIO RANCHO 
6713;CÓRDOBA;MONTERÍA;CRA 8W 9A 61 BARRIO RANCHO 
6714;CÓRDOBA;MONTERÍA;CL 25 11W 35 BARRIO DORADO
6715;CÓRDOBA;MONTERÍA;MZ 8 LOTE 16
6716;CÓRDOBA;MONTERÍA;MZ 7 LOTE 9
6717;CÓRDOBA;MONTERÍA;MZ 29 LOTE 1 BARRIO MOGAMBO
6718;CÓRDOBA;MONTERÍA;MZ 6 LOTE 1 BARRIO MOGAMBO
6719;CÓRDOBA;MONTERÍA;MZ 5 LOTE 9 BARRIO 1 DE MAYO
6720;CÓRDOBA;MONTERÍA;DIAG 2D 10 70 BARRIO PRADO
6721;CÓRDOBA;MONTERÍA;CALLE 33 N 16 78 B EL EDEN
6722;CÓRDOBA;MONTERÍA;DIAG 8 13 101 B P5
6723;CÓRDOBA;MONTERÍA;TRANV 11 9 80 B P5
6724;CÓRDOBA;MONTERÍA;CRA 11D 15 14 BARRIO 6 DE MARZO
6725;CÓRDOBA;MONTERÍA;CL 6 CRA 19 5 24 BARRIO 6 DE MARZO
6726;CÓRDOBA;MONTERÍA;TRAN 15 11 95 BARRIO EDMUNDO 
6727;CÓRDOBA;MONTERÍA;CRA 9 12 31 BARRIO BUANVISTA
6728;CÓRDOBA;MONTERÍA;MZ D2 LOTE 12 BARRIO PARAISO
6729;CÓRDOBA;MONTERÍA;MZ 28 LOTE 16 BARRIO NUEVA 
6730;CÓRDOBA;MONTERÍA;MZ Q LOTE 2 BARRIO PANZENU
6731;CÓRDOBA;MONTERÍA;MZ 136 LOTE 1 BARRIO MOGAMBO
6732;CÓRDOBA;MONTERÍA;PARQUE PPAL
6733;CÓRDOBA;MONTERÍA;MZ 2 LOTE 13 BARRIO MOGAMBO
6734;CÓRDOBA;MONTERÍA;MZ 7 LOTE 85 BARRIO EDMUNDO 
6735;CÓRDOBA;MONTERÍA;MZ 51 LOTE 20 BARRIO MOGAMBO
6736;CÓRDOBA;MONTERÍA;MZ 58 LOTE 1 BARRIO MOGAMBO
6737;CÓRDOBA;MONTERÍA;CL 2 24 74 BARRIO ROBINSON PITALUA
6738;CÓRDOBA;MONTERÍA;TRANS 1 3 03 BARRIO PASTRANA 
6739;CÓRDOBA;MONTERÍA;DIAG 20 1A 159 LA GRANJA
6740;CÓRDOBA;MONTERÍA;TRANS 3 21 25 BARRIO LOS 4 VIENTOS
6741;CÓRDOBA;MONTERÍA;CL 15 CRA 8A BARRIO LA CHARME
6742;CÓRDOBA;MONTERÍA;DIAG 9 TRANS 5  4 104 BARRIO LA 
6743;CÓRDOBA;MONTERÍA;MANZANA 26 LOTE 20 B RANCHO 
6744;CÓRDOBA;MONTERÍA;CL 10 CRA 8C 59
6745;CÓRDOBA;MONTERÍA;TRANS 5 12 29 BARRIO LA GRANJA
6746;CÓRDOBA;MONTERÍA;MZ 23 LOTE 1 BARRIO VILLA 
6747;CÓRDOBA;MONTERÍA;MZ 60 LOTE 1 ETAPA 5 PRADERA
6748;CÓRDOBA;MONTERÍA;MZC 145 LOTE 1 BARRIO CANTACLARO
6749;CÓRDOBA;MONTERÍA;CALLE 22  17 46 URBINA
6750;CÓRDOBA;MONTERÍA;MZ 1 LOTE 2 BARRIO VILLA ROCIO
6751;CÓRDOBA;MONTERÍA;MZ 3 LOTE 1 VILLA CIELO
6752;CÓRDOBA;MONTERÍA;MZ23 LOTE 9 CANTACLARO
6753;CÓRDOBA;MONTERÍA;CALLE 36 1W 13
6754;CÓRDOBA;MONTERÍA;CANTACLARO IGLESIA UNION
6755;CÓRDOBA;MONTERÍA;CLUB KIWANIS PRADERA
6756;CÓRDOBA;MONTERÍA;PARQUE PRADERA UNION
6757;CÓRDOBA;MONTERÍA;MZ 1 LOTE 1 VILLA ROCO
6758;CÓRDOBA;MONTERÍA;CALLE MONTRAS CANTACLARO
6759;CÓRDOBA;MONTERÍA;MZ 10 LOTTE 4 VILLA ANA
6760;CÓRDOBA;MONTERÍA;MZ 1 LOTE 5 PRADERA
6761;CÓRDOBA;MONTERÍA;TERMINAL TRANSPORTE LOCAL 94
6762;CÓRDOBA;MONTERÍA;MZ 10 LOTE 20 VILLA CIELO
6763;CÓRDOBA;MONTERÍA;VILLA ROSARIO
6764;CÓRDOBA;MONTERÍA;31 CON 4
6765;CÓRDOBA;MONTERÍA;30 CON 13
6766;CÓRDOBA;MONTERÍA;21 CON 4
6767;CÓRDOBA;MONTERÍA;21 CON 7
6768;CÓRDOBA;MONTERÍA;48 B NO 11 10
6769;CÓRDOBA;MONTERÍA;CALLE 39 NO 16 39
6770;CÓRDOBA;MONTERÍA;CRA 1 D N 41 17
6771;CÓRDOBA;MONTERÍA;40 CON 3
6772;CÓRDOBA;MONTERÍA;41 CON 10
6773;CÓRDOBA;MONTERÍA;27 CON 1
6774;CÓRDOBA;MONTERÍA;33 CON 4
6775;CÓRDOBA;MONTERÍA;32 CON 3
6776;CÓRDOBA;MONTERÍA;34 CON 4
6777;CÓRDOBA;MONTERÍA;41 CON 4
6778;CÓRDOBA;MONTERÍA;37 CON 2
6779;CÓRDOBA;MONTERÍA;37 CON 1
6780;CÓRDOBA;MONTERÍA;39 CON 9
6781;CÓRDOBA;MONTERÍA;38 CON 1
6782;CÓRDOBA;MONTERÍA;41 1E 41 94
6783;CÓRDOBA;MONTERÍA;CLL 38 N 259
6784;CÓRDOBA;MONTERÍA;CALLE 29 N 21 19
6785;CÓRDOBA;MONTERÍA;CALLE 29 N 20-291
6786;CÓRDOBA;MONTERÍA;29 CON 8
6787;CÓRDOBA;MONTERÍA;MZ 46 LOTE 1 BARRIO FURATENA
6788;CÓRDOBA;MONTERÍA;CALLE 41 N3 22
6789;CÓRDOBA;MONTERÍA;MANZANA 58 LOTE 1 MOGAMBO
6790;CÓRDOBA;MONTERÍA;TRANSV 23 NO 12 91
6791;CÓRDOBA;MONTERÍA;CRA 5  39 64
6792;CÓRDOBA;MONTERÍA;CALLE 38 35 46 FLORESTA
6793;CÓRDOBA;MONTERÍA;CALLE  31 CON 1RA
6794;CÓRDOBA;MONTERÍA;BARRIO LA GRANJA DIG 14
6795;CÓRDOBA;MONTERÍA;BARRIO LA GRANJA DIG 23
6796;CÓRDOBA;MONTERÍA;CLL 43 N 1B
6797;CÓRDOBA;MONTERÍA;BARRIO LA GRANJA DIG 19 TRANV 15
6798;CÓRDOBA;MONTERÍA;CALLE 40 CON CRA 8
6799;CÓRDOBA;MONTERÍA;MANZANA 184 LOTE 1 BARRIO 
6800;CÓRDOBA;MONTERÍA;MANZANA 67 LOTE 1 CANTACLARO
6801;CÓRDOBA;MONTERÍA;MZ C3 LT13 BARRIO EL ALIVIO
6802;CÓRDOBA;MONTERÍA;CALLE 42 CRA 18 LOCAL 274
6803;CÓRDOBA;MONTERÍA;CALLE 32 N 2 08
6804;CÓRDOBA;MONTERÍA;CALLE 32 N 2 09
6805;CÓRDOBA;MONTERÍA;CALLE 32 N 2 10
6806;CÓRDOBA;MONTERÍA;CALLE 32 N 2 11
6807;CÓRDOBA;MONTERÍA;CALLE 32 N 2 08
6808;CÓRDOBA;MONTERÍA;CALLE 94 6 26 MOCARÍ
6809;CÓRDOBA;MONTERÍA;CRA 2 NO 2 11 MOCARI
6810;CÓRDOBA;MONTERÍA;CALLE 39 Y 40 CON 2DA NO39 22
6811;CÓRDOBA;MONTERÍA;CALLE PRINCIPAL
6812;CÓRDOBA;MONTERÍA;CALLE 24 NO13 81
6813;CÓRDOBA;MONTERÍA;FRENTE A LA UNIVERSIDAD DE 
6814;CÓRDOBA;MONTERÍA;MANZANA 27 LOTE 6
6815;CÓRDOBA;MONTERÍA;MONTERIA
6816;CÓRDOBA;MONTERÍA;MONTERIA
6817;CÓRDOBA;MONTERÍA;CALLE 58 8 26 MOCARI
6818;CÓRDOBA;MONTERÍA;CALLE 24 CON CRA 6 MONTERIA
6819;CÓRDOBA;MONTERÍA;CRA 9 CON CIRCUNVALAR
6820;CÓRDOBA;MONTERÍA;TRAV 29 CON CALLE 41
6821;CÓRDOBA;MONTERÍA;CALLE 22 NO 27 22
6822;CÓRDOBA;MONTERÍA;CALLE PPAL DE LA GRANJA
6823;CÓRDOBA;MONTERÍA;CALLE 94 3 74 MOCARI
6824;CÓRDOBA;MONTERÍA;MZ 21 LOTE 11 MOGAMBO
6825;CÓRDOBA;MONTERÍA;BARRIO LA JULIA
6826;CÓRDOBA;MONTERÍA;PLAZA SANTALUCIA
6827;CÓRDOBA;MONTERÍA;MZ 17 LOTE 6B  BARRIO MOGAMBO
6828;CÓRDOBA;MONTERÍA;MZ 5 LOTE 27 BARRIO SUENO REAL
6829;CÓRDOBA;MONTERÍA;CALLE 2A 27 34 BARRIO LA 
6830;CÓRDOBA;MONTERÍA;FURATENA
6831;CÓRDOBA;MONTERÍA;MZ 52 LOTE 16 BARRIO FURATENA
6832;CÓRDOBA;MONTERÍA;SECTOR 1 MZ 62 BARRIO FURATENA
6833;CÓRDOBA;MONTERÍA;MZ H LOTE 26 BARRIO 2 DE 
6834;CÓRDOBA;MONTERÍA;CRA 12 NO 58 01 BARRIO LA 
6835;CÓRDOBA;MONTERÍA;CALLE 68 NO 3 112 BARRIO EL RECREO
6836;CÓRDOBA;MONTERÍA;CALLE 126 NO 15 32 CERCA DEL CAI 
6837;CÓRDOBA;MONTERÍA;CENTRO COMERCIAL SURICENTRO
6838;CÓRDOBA;MONTERÍA;CLINICA CORSALUD
6839;CÓRDOBA;MONTERÍA;TRANS 9 10 39 BARRIO LA GRANJA
6840;CÓRDOBA;MONTERÍA;DIG 8 8 24 DROGERIAS PARIS
6841;CÓRDOBA;MONTERÍA;BARRIO SANTA FE IGLESIA LOS 
6842;CÓRDOBA;MONTERÍA;FRENTE A LA CARNICERIA EL TAVO
6843;CÓRDOBA;MONTERÍA;DIAGONAL 12
6844;CÓRDOBA;MONTERÍA;AV CIRCUNVALAR POLLO ARRANA
6845;CÓRDOBA;MONTERÍA;MZ 4 LOTE 16 BARRIO SANTA FE
6846;CÓRDOBA;MONTERÍA;KILOMETRO 12 VIA PLANETARICA
6847;CÓRDOBA;MONTERÍA;CALLE 23 10BW 06 BARRIO EL 
6848;CÓRDOBA;MONTERÍA;CALLE 29 8BW 83 BARRIO CASITA 
6849;CÓRDOBA;MONTERÍA;CRA 5W 43A2 6 BARRIO LA ESPERANZA
6850;CÓRDOBA;MONTERÍA;CALLE 1 2 16 BARRIO EL VIDRIAL
6851;CÓRDOBA;MONTERÍA;MZ 1 LOTE 1 BARRIO HOLANDA
6852;CÓRDOBA;MONTERÍA;CRA 10W 14 84 BARRIO ARCOS DE 
6853;CÓRDOBA;MONTERÍA;MZ 1 LOTE  1 BARRIO EL PORTAL
6854;CÓRDOBA;MONTERÍA;CRA 1W 3 42 55 BARRIO LA 
6855;CÓRDOBA;MONTERÍA;CALLE 36 7W 74B BARRIO EL ROSARIO 
6856;CÓRDOBA;MONTERÍA;CALLE PRINCIPAL
6857;CÓRDOBA;MONTERÍA;CRA 5W 36A 43 BARRIO JUAN XXIII
6858;CÓRDOBA;MONTERÍA;CALLE 24 12W 36 BARRIO EL DORADO
6859;CÓRDOBA;MONTERÍA;URBANIZACION VALLEJO
6860;CÓRDOBA;MONTERÍA;CALLE 41 CON CARRERA 5TA
6861;CÓRDOBA;MONTERÍA;CALLE 22 3 25 24 B EL ALIVIO
6862;CÓRDOBA;MONTERÍA;MZN E1 LOTE 8 B EL ALIVIO
6863;CÓRDOBA;MONTERÍA;CRA 7 MZ N LOTE 1 B SANTA TERESA
6864;CÓRDOBA;MONTERÍA;CALLE 37 N 33 05 B VILLA SORRENTO
6865;CÓRDOBA;MONTERÍA;TRANSITO MONTERIA
6866;CÓRDOBA;MONTERÍA;MZ N LOTE 15 B VILLA FATIMA
6867;CÓRDOBA;MONTERÍA;MZ 51 LOTE 2 B CANTACLARO
6868;CÓRDOBA;MONTERÍA;MZ 219 LOTE 9 B CANTACLARO UNION
6869;CÓRDOBA;MONTERÍA;MZ 1 LOTE 1 LOCAL 3 B VILLA 
6870;CÓRDOBA;MONTERÍA;CALLE 29 N 40 13 B BONANZA
6871;CÓRDOBA;MONTERÍA;CALLE 29 N 16 2A B COSTA DE ORO
6872;CÓRDOBA;MONTERÍA;CALLE 38 CON 2DA
6873;CÓRDOBA;MONTERÍA;CALLE 16 B LA CHARME
6874;CÓRDOBA;MONTERÍA;CALLE 35 CON 5TA
6875;CÓRDOBA;MONTERÍA;FRENTE AL ASILO
6876;CÓRDOBA;MONTERÍA;CALLE 42 2 BOMBA TERPEL
6877;CÓRDOBA;MONTERÍA;CALLE 28 CON 7 Y 8 CLINICA ZAYMA
6878;CÓRDOBA;MONTERÍA;CALLE 46 CON 4TA
6879;CÓRDOBA;MONTERÍA;BARRIO SUCRE
6880;CÓRDOBA;MONTERÍA;CALLE 36 CON 4TA
6881;CÓRDOBA;MONTERÍA;CALLE 41 CON 9 ESTADERO BILBAO
6882;CÓRDOBA;MONTERÍA;CALLE 27 CON 4 FARMACIA CASA 
6883;CÓRDOBA;MONTERÍA;CALLE 36 CON 3
6884;CÓRDOBA;MONTERÍA;CALLE 34 CON CIRCUNVALAR 
6885;CÓRDOBA;MONTERÍA;CALLE 41 CON CIRCUNVALAR
6886;CÓRDOBA;MONTERÍA;CALLE 42 CON 4
6887;CÓRDOBA;MONTERÍA;CALLE 44 N 10 91 LOCAL 146
6888;CÓRDOBA;MONTERÍA;CALLE 24 NRO 3W 04
6889;CÓRDOBA;MONTERÍA;CALLE 35 CON CRA 1 Y 2
6890;CÓRDOBA;MONTERÍA;CALLE 29 6 11
6891;CÓRDOBA;MONTERÍA;CALLE 32 CON 4
6892;CÓRDOBA;MONTERÍA;MZ 1 LOTE 1 BARRIO EL EBANO 
6893;CÓRDOBA;MONTERÍA;MZ 86 LOTE 18 BARRIO FURATENA
6894;CÓRDOBA;MONTERÍA;CRA 9 N 12 01
6895;CÓRDOBA;MONTERÍA;CL 22C N 20 2
6896;CÓRDOBA;MONTERÍA;CARRERA 15B NO 50A 15
6897;CÓRDOBA;MONTERÍA;CARRERA 6 NO 68 72
6898;CÓRDOBA;MONTERÍA;MZ 14 LT 31 BARRIO EL PORTAL
6899;CÓRDOBA;MONTERÍA;CALLE 43 40 34 SANTA HELENA 3
6900;CÓRDOBA;MONTERÍA;CALLE 24 CRA 14 AV CIRCUNVALAR
6901;CÓRDOBA;MONTERÍA;CRA 13 61A 35
6902;CÓRDOBA;MONTERÍA;TRANSV 7 10 18 GRANJA POLICIA
6903;CÓRDOBA;MONTERÍA;CRA 16C 44 05
6904;CÓRDOBA;MONTERÍA;NVA CASTILLA
6905;CÓRDOBA;MONTERÍA;COLEGIO LOS GARZONES
6906;CÓRDOBA;MONTERÍA;CL 43A CRA 1B 93 B SUCRE
6907;CÓRDOBA;MONTERÍA;TRAV 12 IBIS 3 29 B GALILEA
6908;CÓRDOBA;MONTERÍA;SEC 1 MZ O 32 URB LOS ROBLES
6909;CÓRDOBA;MONTERÍA;DIAGONAL 2D TRANSVERSAL 9 9 06 
6910;CÓRDOBA;MONTERÍA;CL 8 SUR NO 8B 04
6911;CÓRDOBA;MONTERÍA;CALLE 10 NO 42 09 BR NUEVA 
6912;CÓRDOBA;MONTERÍA;TAV 10 NO 29A 26
6913;CÓRDOBA;MONTERÍA;CL 2 MZ 2 18 BR LAS ACASIAS
6914;CÓRDOBA;MONTERÍA;CLL 54 A  13 60 LOCAL 2
6915;CÓRDOBA;MONTERÍA;CRA 3 6 59
6916;CÓRDOBA;MONTERÍA;CR 31 41 A 6 LOC 01
6917;CÓRDOBA;MONTERÍA;CRA 41 2 43 LOC 1
6918;CÓRDOBA;MONTERÍA;DIG 4 NRO 5A 57 BRR GRANJA
6919;CÓRDOBA;MONTERÍA;CLL 5 BRR LA COQUERA
6920;CÓRDOBA;MONTERÍA;CR 14 C 48 4
6921;CÓRDOBA;MONTERÍA;URB 13 MZ K 20 
6922;CÓRDOBA;MONTERÍA;TR 18 30 105
6923;CÓRDOBA;MONTERÍA;KR 15A BIS NO 48 60
6924;CÓRDOBA;MONTERÍA;TRANSVERSAL 5 6 31
6925;CÓRDOBA;MONTERÍA;B LA GRANJA DIAGONAL 18 FRENTE AL 
6926;CÓRDOBA;MONTERÍA;B LOS ALOMOS CALLE 29 CRA 14
6927;CÓRDOBA;MONTERÍA;B CENTRO CALLE 36 CON CRA 9
6928;CÓRDOBA;MONTERÍA;CANO VIEJO
6929;CÓRDOBA;MONTERÍA;CLL 126 RIO SINU
6930;CÓRDOBA;MONTERÍA;CR 2 CL 2 346 VDA AGUAS VIVAS 
6931;CÓRDOBA;MONTERÍA;CLL 32 2 08
6932;CÓRDOBA;MONTERÍA;MZ C 04 LOTE 13 B PARAISO
6933;CÓRDOBA;MONTERÍA;SEPTOR SIETE VILLA DE LOS ALPE MZ 7 
6934;CÓRDOBA;MONTERÍA;CL 2E 2 4 APTO 01 BARRIO SANTA FE
6935;CÓRDOBA;MONTERÍA;CR 10 NO 95 105 CASA BR PARCELAS 
6936;CÓRDOBA;MONTERÍA;SEPTOR 1 MZ 9 14 LA VICTORIA
6937;CÓRDOBA;MONTERÍA;CL 2 CR 2 43 JARAQUIEL MONTERIA
6938;CÓRDOBA;MONTERÍA;SECTOR 1 3W 4 BARRIO VILLA 
6939;CÓRDOBA;MONTERÍA;CALLE 22F  6W 06  B VILLAREAL
6940;CÓRDOBA;MONTERÍA;CALLE 34  16B 9 BARRIO SAN JOSE
6941;CÓRDOBA;MONTERÍA;CALLE 26 312 BARRIO CHUCHURUBI
6942;CÓRDOBA;AYAPEL;CALLE 9 N 8 81 CALLE CENTRO
6943;CÓRDOBA;AYAPEL;CALLE 9 NO 8 81 CALLE CENTRO
6944;CÓRDOBA;AYAPEL;AVENIDA BOLÍVAR CRA 6 N11 39
6945;CÓRDOBA;AYAPEL;CL 106 2 AV BOLÍVAR
6946;CÓRDOBA;AYAPEL;CRA 5AN 19 8
6947;CÓRDOBA;AYAPEL;CRA 5AN 28 86 EL CHOPA
6948;CÓRDOBA;AYAPEL;CL 12N 3B 02
6949;CÓRDOBA;AYAPEL;CRA 12N 10A 25
6950;CÓRDOBA;AYAPEL;CLL 9 NO 5 7 CENTRO
6951;CÓRDOBA;AYAPEL;CALLE 28 N 6A 34
6952;CÓRDOBA;AYAPEL;TRANSVERSAL 6 N 26 13
